uid_a,uid_b,isFriend
23.0,53.0,1.0
23.0,54.0,0.0
23.0,55.0,0.0
23.0,56.0,1.0
23.0,57.0,1.0
23.0,58.0,0.0
23.0,59.0,0.0
23.0,60.0,1.0
23.0,61.0,1.0
23.0,62.0,1.0
23.0,63.0,1.0
23.0,64.0,0.0
23.0,65.0,0.0
23.0,66.0,1.0
23.0,67.0,0.0
23.0,68.0,0.0
23.0,69.0,1.0
23.0,70.0,0.0
23.0,71.0,1.0
23.0,72.0,0.0
23.0,73.0,0.0
23.0,74.0,1.0
23.0,75.0,0.0
23.0,76.0,1.0
23.0,77.0,0.0
23.0,78.0,1.0
23.0,79.0,0.0
23.0,80.0,0.0
23.0,81.0,1.0
23.0,82.0,0.0
23.0,83.0,1.0
23.0,84.0,0.0
23.0,85.0,1.0
23.0,86.0,1.0
23.0,87.0,0.0
23.0,88.0,1.0
23.0,89.0,0.0
23.0,90.0,1.0
23.0,91.0,1.0
23.0,92.0,1.0
23.0,93.0,0.0
23.0,94.0,0.0
23.0,95.0,1.0
23.0,96.0,0.0
23.0,97.0,1.0
23.0,98.0,1.0
23.0,99.0,1.0
0.0,24.0,1.0
1.0,24.0,0.0
2.0,24.0,1.0
3.0,24.0,1.0
4.0,24.0,1.0
5.0,24.0,0.0
6.0,24.0,1.0
7.0,24.0,1.0
8.0,24.0,1.0
9.0,24.0,1.0
10.0,24.0,1.0
11.0,24.0,1.0
12.0,24.0,0.0
13.0,24.0,0.0
14.0,24.0,0.0
15.0,24.0,1.0
16.0,24.0,1.0
17.0,24.0,0.0
18.0,24.0,1.0
19.0,24.0,0.0
20.0,24.0,1.0
21.0,24.0,1.0
22.0,24.0,1.0
23.0,24.0,0.0
24.0,25.0,0.0
24.0,26.0,1.0
24.0,27.0,0.0
24.0,28.0,1.0
24.0,29.0,1.0
24.0,30.0,0.0
24.0,31.0,1.0
24.0,32.0,1.0
24.0,33.0,1.0
24.0,34.0,1.0
24.0,35.0,0.0
24.0,36.0,0.0
24.0,37.0,1.0
24.0,38.0,1.0
24.0,39.0,1.0
24.0,40.0,1.0
24.0,41.0,1.0
24.0,42.0,1.0
24.0,43.0,0.0
24.0,44.0,0.0
24.0,45.0,0.0
24.0,46.0,1.0
24.0,47.0,1.0
24.0,48.0,1.0
24.0,49.0,1.0
24.0,50.0,1.0
24.0,51.0,1.0
24.0,52.0,1.0
24.0,53.0,1.0
24.0,54.0,0.0
24.0,55.0,0.0
24.0,56.0,1.0
24.0,57.0,0.0
24.0,58.0,0.0
24.0,59.0,1.0
24.0,60.0,0.0
24.0,61.0,0.0
24.0,62.0,1.0
24.0,63.0,1.0
24.0,64.0,0.0
24.0,65.0,0.0
24.0,66.0,1.0
24.0,67.0,1.0
24.0,68.0,1.0
24.0,69.0,1.0
24.0,70.0,0.0
24.0,71.0,0.0
24.0,72.0,1.0
24.0,73.0,1.0
24.0,74.0,0.0
24.0,75.0,1.0
24.0,76.0,1.0
24.0,77.0,0.0
24.0,78.0,1.0
24.0,79.0,1.0
24.0,80.0,1.0
24.0,81.0,1.0
24.0,82.0,1.0
24.0,83.0,1.0
24.0,84.0,1.0
24.0,85.0,0.0
24.0,86.0,1.0
24.0,87.0,0.0
24.0,88.0,0.0
24.0,89.0,1.0
24.0,90.0,1.0
24.0,91.0,1.0
24.0,92.0,1.0
24.0,93.0,1.0
24.0,94.0,0.0
24.0,95.0,1.0
24.0,96.0,0.0
24.0,97.0,0.0
24.0,98.0,0.0
24.0,99.0,0.0
0.0,25.0,1.0
1.0,25.0,1.0
2.0,25.0,1.0
3.0,25.0,0.0
4.0,25.0,1.0
5.0,25.0,0.0
6.0,25.0,0.0
7.0,25.0,0.0
8.0,25.0,1.0
9.0,25.0,0.0
10.0,25.0,1.0
11.0,25.0,1.0
12.0,25.0,0.0
13.0,25.0,0.0
14.0,25.0,0.0
15.0,25.0,0.0
16.0,25.0,0.0
17.0,25.0,0.0
18.0,25.0,0.0
19.0,25.0,0.0
20.0,25.0,0.0
21.0,25.0,1.0
22.0,25.0,1.0
23.0,25.0,1.0
24.0,25.0,1.0
25.0,26.0,1.0
25.0,27.0,0.0
25.0,28.0,1.0
25.0,29.0,1.0
25.0,30.0,1.0
25.0,31.0,0.0
25.0,32.0,0.0
25.0,33.0,1.0
25.0,34.0,0.0
25.0,35.0,1.0
25.0,36.0,1.0
25.0,37.0,0.0
25.0,38.0,0.0
25.0,39.0,0.0
25.0,40.0,1.0
25.0,41.0,0.0
25.0,42.0,1.0
25.0,43.0,0.0
25.0,44.0,0.0
25.0,45.0,0.0
25.0,46.0,0.0
25.0,47.0,1.0
25.0,48.0,1.0
25.0,49.0,0.0
25.0,50.0,1.0
25.0,51.0,1.0
25.0,52.0,0.0
25.0,53.0,1.0
25.0,54.0,0.0
25.0,55.0,0.0
25.0,56.0,1.0
25.0,57.0,1.0
25.0,58.0,0.0
25.0,59.0,0.0
25.0,60.0,1.0
25.0,61.0,0.0
25.0,62.0,1.0
25.0,63.0,0.0
25.0,64.0,1.0
25.0,65.0,0.0
25.0,66.0,0.0
25.0,67.0,1.0
25.0,68.0,1.0
25.0,69.0,1.0
25.0,70.0,0.0
25.0,71.0,0.0
25.0,72.0,0.0
25.0,73.0,0.0
25.0,74.0,1.0
25.0,75.0,0.0
25.0,76.0,1.0
25.0,77.0,1.0
25.0,78.0,0.0
25.0,79.0,0.0
25.0,80.0,0.0
25.0,81.0,1.0
25.0,82.0,0.0
25.0,83.0,0.0
25.0,84.0,1.0
25.0,85.0,0.0
25.0,86.0,0.0
25.0,87.0,0.0
25.0,88.0,1.0
25.0,89.0,0.0
25.0,90.0,0.0
25.0,91.0,1.0
25.0,92.0,1.0
25.0,93.0,1.0
25.0,94.0,0.0
25.0,95.0,1.0
25.0,96.0,0.0
25.0,97.0,1.0
25.0,98.0,1.0
25.0,99.0,1.0
0.0,26.0,1.0
1.0,26.0,1.0
2.0,26.0,0.0
3.0,26.0,0.0
4.0,26.0,0.0
5.0,26.0,0.0
6.0,26.0,1.0
7.0,26.0,0.0
8.0,26.0,1.0
9.0,26.0,0.0
10.0,26.0,0.0
11.0,26.0,1.0
12.0,26.0,1.0
13.0,26.0,0.0
14.0,26.0,0.0
15.0,26.0,1.0
16.0,26.0,0.0
17.0,26.0,0.0
18.0,26.0,0.0
19.0,26.0,1.0
20.0,26.0,0.0
21.0,26.0,0.0
22.0,26.0,0.0
23.0,26.0,0.0
24.0,26.0,1.0
25.0,26.0,0.0
26.0,27.0,1.0
26.0,28.0,0.0
26.0,29.0,1.0
26.0,30.0,0.0
26.0,31.0,0.0
26.0,32.0,0.0
26.0,33.0,1.0
26.0,34.0,0.0
26.0,35.0,0.0
26.0,36.0,0.0
26.0,37.0,0.0
26.0,38.0,1.0
26.0,39.0,1.0
26.0,40.0,0.0
26.0,41.0,0.0
26.0,42.0,0.0
26.0,43.0,1.0
26.0,44.0,0.0
26.0,45.0,0.0
26.0,46.0,0.0
26.0,47.0,1.0
26.0,48.0,0.0
26.0,49.0,0.0
26.0,50.0,0.0
26.0,51.0,1.0
26.0,52.0,1.0
26.0,53.0,0.0
26.0,54.0,1.0
26.0,55.0,1.0
26.0,56.0,1.0
26.0,57.0,1.0
26.0,58.0,1.0
26.0,59.0,1.0
26.0,60.0,1.0
26.0,61.0,0.0
26.0,62.0,1.0
26.0,63.0,0.0
26.0,64.0,0.0
26.0,65.0,0.0
26.0,66.0,1.0
26.0,67.0,0.0
26.0,68.0,0.0
26.0,69.0,0.0
26.0,70.0,0.0
26.0,71.0,0.0
26.0,72.0,1.0
26.0,73.0,0.0
26.0,74.0,0.0
26.0,75.0,0.0
26.0,76.0,0.0
26.0,77.0,0.0
26.0,78.0,1.0
26.0,79.0,0.0
26.0,80.0,1.0
26.0,81.0,0.0
26.0,82.0,1.0
26.0,83.0,0.0
26.0,84.0,1.0
26.0,85.0,1.0
26.0,86.0,1.0
26.0,87.0,0.0
26.0,88.0,0.0
26.0,89.0,0.0
26.0,90.0,0.0
26.0,91.0,0.0
26.0,92.0,0.0
26.0,93.0,1.0
26.0,94.0,1.0
26.0,95.0,1.0
26.0,96.0,1.0
26.0,97.0,0.0
26.0,98.0,0.0
26.0,99.0,1.0
0.0,27.0,0.0
1.0,27.0,1.0
2.0,27.0,0.0
3.0,27.0,0.0
4.0,27.0,0.0
5.0,27.0,0.0
6.0,27.0,1.0
7.0,27.0,0.0
8.0,27.0,1.0
9.0,27.0,1.0
10.0,27.0,0.0
11.0,27.0,1.0
12.0,27.0,1.0
13.0,27.0,0.0
14.0,27.0,0.0
15.0,27.0,0.0
16.0,27.0,1.0
17.0,27.0,1.0
18.0,27.0,0.0
19.0,27.0,1.0
20.0,27.0,1.0
21.0,27.0,1.0
22.0,27.0,0.0
23.0,27.0,0.0
24.0,27.0,1.0
25.0,27.0,0.0
26.0,27.0,1.0
27.0,28.0,0.0
27.0,29.0,1.0
27.0,30.0,0.0
27.0,31.0,1.0
27.0,32.0,0.0
27.0,33.0,1.0
27.0,34.0,0.0
27.0,35.0,0.0
27.0,36.0,1.0
27.0,37.0,1.0
27.0,38.0,1.0
27.0,39.0,1.0
27.0,40.0,0.0
27.0,41.0,1.0
27.0,42.0,0.0
27.0,43.0,1.0
27.0,44.0,1.0
27.0,45.0,0.0
27.0,46.0,0.0
27.0,47.0,1.0
27.0,48.0,0.0
27.0,49.0,1.0
27.0,50.0,1.0
27.0,51.0,1.0
27.0,52.0,1.0
27.0,53.0,0.0
27.0,54.0,0.0
27.0,55.0,1.0
27.0,56.0,1.0
27.0,57.0,0.0
27.0,58.0,0.0
27.0,59.0,0.0
27.0,60.0,0.0
27.0,61.0,0.0
27.0,62.0,1.0
27.0,63.0,0.0
27.0,64.0,0.0
27.0,65.0,1.0
27.0,66.0,1.0
27.0,67.0,1.0
27.0,68.0,0.0
27.0,69.0,0.0
27.0,70.0,1.0
27.0,71.0,0.0
27.0,72.0,1.0
27.0,73.0,0.0
27.0,74.0,0.0
27.0,75.0,0.0
27.0,76.0,0.0
27.0,77.0,0.0
27.0,78.0,1.0
27.0,79.0,1.0
27.0,80.0,0.0
27.0,81.0,1.0
27.0,82.0,1.0
27.0,83.0,1.0
27.0,84.0,0.0
27.0,85.0,0.0
27.0,86.0,1.0
27.0,87.0,1.0
27.0,88.0,1.0
27.0,89.0,0.0
27.0,90.0,1.0
27.0,91.0,0.0
27.0,92.0,1.0
27.0,93.0,1.0
27.0,94.0,1.0
27.0,95.0,1.0
27.0,96.0,1.0
27.0,97.0,0.0
27.0,98.0,1.0
27.0,99.0,0.0
0.0,28.0,1.0
1.0,28.0,0.0
2.0,28.0,0.0
3.0,28.0,1.0
4.0,28.0,1.0
5.0,28.0,1.0
6.0,28.0,1.0
7.0,28.0,1.0
8.0,28.0,0.0
9.0,28.0,1.0
10.0,28.0,1.0
11.0,28.0,1.0
12.0,28.0,0.0
13.0,28.0,1.0
14.0,28.0,0.0
15.0,28.0,0.0
16.0,28.0,1.0
17.0,28.0,0.0
18.0,28.0,1.0
19.0,28.0,0.0
20.0,28.0,0.0
21.0,28.0,1.0
22.0,28.0,1.0
23.0,28.0,1.0
24.0,28.0,1.0
25.0,28.0,1.0
26.0,28.0,0.0
27.0,28.0,0.0
28.0,29.0,0.0
28.0,30.0,1.0
28.0,31.0,1.0
28.0,32.0,1.0
28.0,33.0,0.0
28.0,34.0,1.0
28.0,35.0,0.0
28.0,36.0,1.0
28.0,37.0,0.0
28.0,38.0,1.0
28.0,39.0,1.0
28.0,40.0,1.0
28.0,41.0,0.0
28.0,42.0,1.0
28.0,43.0,0.0
28.0,44.0,0.0
28.0,45.0,1.0
28.0,46.0,1.0
28.0,47.0,0.0
28.0,48.0,0.0
28.0,49.0,1.0
28.0,50.0,1.0
28.0,51.0,0.0
28.0,52.0,1.0
28.0,53.0,1.0
28.0,54.0,0.0
28.0,55.0,0.0
28.0,56.0,0.0
28.0,57.0,1.0
28.0,58.0,1.0
28.0,59.0,0.0
28.0,60.0,1.0
28.0,61.0,1.0
28.0,62.0,1.0
28.0,63.0,0.0
28.0,64.0,0.0
28.0,65.0,1.0
28.0,66.0,1.0
28.0,67.0,1.0
28.0,68.0,0.0
28.0,69.0,1.0
28.0,70.0,1.0
28.0,71.0,1.0
28.0,72.0,1.0
28.0,73.0,0.0
28.0,74.0,1.0
28.0,75.0,0.0
28.0,76.0,1.0
28.0,77.0,1.0
28.0,78.0,1.0
28.0,79.0,0.0
28.0,80.0,0.0
28.0,81.0,0.0
28.0,82.0,0.0
28.0,83.0,1.0
28.0,84.0,0.0
28.0,85.0,1.0
28.0,86.0,1.0
28.0,87.0,0.0
28.0,88.0,1.0
28.0,89.0,1.0
28.0,90.0,1.0
28.0,91.0,0.0
28.0,92.0,1.0
28.0,93.0,1.0
28.0,94.0,0.0
28.0,95.0,0.0
28.0,96.0,1.0
28.0,97.0,0.0
28.0,98.0,0.0
28.0,99.0,1.0
0.0,29.0,0.0
1.0,29.0,1.0
2.0,29.0,0.0
3.0,29.0,1.0
4.0,29.0,0.0
5.0,29.0,1.0
6.0,29.0,1.0
7.0,29.0,0.0
8.0,29.0,1.0
9.0,29.0,0.0
10.0,29.0,0.0
11.0,29.0,1.0
12.0,29.0,1.0
13.0,29.0,0.0
14.0,29.0,0.0
15.0,29.0,1.0
16.0,29.0,1.0
17.0,29.0,1.0
18.0,29.0,0.0
19.0,29.0,0.0
20.0,29.0,1.0
21.0,29.0,1.0
22.0,29.0,0.0
23.0,29.0,1.0
24.0,29.0,1.0
25.0,29.0,1.0
26.0,29.0,1.0
27.0,29.0,1.0
28.0,29.0,0.0
29.0,30.0,0.0
29.0,31.0,0.0
29.0,32.0,0.0
29.0,33.0,1.0
29.0,34.0,0.0
29.0,35.0,1.0
29.0,36.0,0.0
29.0,37.0,0.0
29.0,38.0,0.0
29.0,39.0,0.0
29.0,40.0,0.0
29.0,41.0,1.0
29.0,42.0,0.0
29.0,43.0,1.0
29.0,44.0,0.0
29.0,45.0,0.0
29.0,46.0,0.0
29.0,47.0,1.0
29.0,48.0,1.0
29.0,49.0,0.0
29.0,50.0,1.0
29.0,51.0,1.0
29.0,52.0,1.0
29.0,53.0,1.0
29.0,54.0,1.0
29.0,55.0,0.0
29.0,56.0,1.0
29.0,57.0,1.0
29.0,58.0,1.0
29.0,59.0,0.0
29.0,60.0,1.0
29.0,61.0,1.0
29.0,62.0,1.0
29.0,63.0,1.0
29.0,64.0,0.0
29.0,65.0,1.0
29.0,66.0,1.0
29.0,67.0,1.0
29.0,68.0,1.0
29.0,69.0,0.0
29.0,70.0,0.0
29.0,71.0,0.0
29.0,72.0,1.0
29.0,73.0,1.0
29.0,74.0,0.0
29.0,75.0,0.0
29.0,76.0,1.0
29.0,77.0,0.0
29.0,78.0,1.0
29.0,79.0,0.0
29.0,80.0,1.0
29.0,81.0,0.0
29.0,82.0,0.0
29.0,83.0,0.0
29.0,84.0,0.0
29.0,85.0,1.0
29.0,86.0,1.0
29.0,87.0,0.0
29.0,88.0,0.0
29.0,89.0,0.0
29.0,90.0,0.0
29.0,91.0,0.0
29.0,92.0,0.0
29.0,93.0,1.0
29.0,94.0,1.0
29.0,95.0,0.0
29.0,96.0,1.0
29.0,97.0,0.0
29.0,98.0,1.0
29.0,99.0,1.0
0.0,30.0,1.0
1.0,30.0,0.0
2.0,30.0,1.0
3.0,30.0,1.0
4.0,30.0,1.0
5.0,30.0,0.0
6.0,30.0,1.0
7.0,30.0,1.0
8.0,30.0,0.0
9.0,30.0,0.0
10.0,30.0,1.0
11.0,30.0,1.0
12.0,30.0,0.0
13.0,30.0,1.0
14.0,30.0,0.0
15.0,30.0,0.0
16.0,30.0,1.0
17.0,30.0,0.0
18.0,30.0,0.0
19.0,30.0,0.0
20.0,30.0,0.0
21.0,30.0,1.0
22.0,30.0,1.0
23.0,30.0,1.0
24.0,30.0,1.0
25.0,30.0,1.0
26.0,30.0,0.0
27.0,30.0,0.0
28.0,30.0,1.0
29.0,30.0,0.0
30.0,31.0,1.0
30.0,32.0,1.0
30.0,33.0,1.0
30.0,34.0,0.0
30.0,35.0,1.0
30.0,36.0,1.0
30.0,37.0,1.0
30.0,38.0,0.0
30.0,39.0,0.0
30.0,40.0,1.0
30.0,41.0,0.0
30.0,42.0,1.0
30.0,43.0,0.0
30.0,44.0,0.0
30.0,45.0,1.0
30.0,46.0,0.0
30.0,47.0,0.0
30.0,48.0,1.0
30.0,49.0,1.0
30.0,50.0,1.0
30.0,51.0,1.0
30.0,52.0,0.0
30.0,53.0,1.0
30.0,54.0,0.0
30.0,55.0,0.0
30.0,56.0,0.0
30.0,57.0,1.0
30.0,58.0,0.0
30.0,59.0,0.0
30.0,60.0,1.0
30.0,61.0,0.0
30.0,62.0,0.0
30.0,63.0,0.0
30.0,64.0,0.0
30.0,65.0,1.0
30.0,66.0,1.0
30.0,67.0,1.0
30.0,68.0,1.0
30.0,69.0,1.0
30.0,70.0,0.0
30.0,71.0,0.0
30.0,72.0,0.0
30.0,73.0,0.0
30.0,74.0,0.0
30.0,75.0,0.0
30.0,76.0,1.0
30.0,77.0,1.0
30.0,78.0,0.0
30.0,79.0,0.0
30.0,80.0,0.0
30.0,81.0,0.0
30.0,82.0,0.0
30.0,83.0,1.0
30.0,84.0,1.0
30.0,85.0,1.0
30.0,86.0,0.0
30.0,87.0,0.0
30.0,88.0,1.0
30.0,89.0,0.0
30.0,90.0,0.0
30.0,91.0,1.0
30.0,92.0,1.0
30.0,93.0,1.0
30.0,94.0,0.0
30.0,95.0,1.0
30.0,96.0,0.0
30.0,97.0,1.0
30.0,98.0,1.0
30.0,99.0,1.0
0.0,31.0,0.0
1.0,31.0,1.0
2.0,31.0,0.0
3.0,31.0,1.0
4.0,31.0,0.0
5.0,31.0,1.0
6.0,31.0,0.0
7.0,31.0,1.0
8.0,31.0,0.0
9.0,31.0,1.0
10.0,31.0,0.0
11.0,31.0,0.0
12.0,31.0,0.0
13.0,31.0,1.0
14.0,31.0,1.0
15.0,31.0,1.0
16.0,31.0,1.0
17.0,31.0,1.0
18.0,31.0,0.0
19.0,31.0,0.0
20.0,31.0,1.0
21.0,31.0,0.0
22.0,31.0,0.0
23.0,31.0,0.0
24.0,31.0,0.0
25.0,31.0,0.0
26.0,31.0,0.0
27.0,31.0,1.0
28.0,31.0,1.0
29.0,31.0,0.0
30.0,31.0,1.0
31.0,32.0,1.0
31.0,33.0,1.0
31.0,34.0,0.0
31.0,35.0,1.0
31.0,36.0,1.0
31.0,37.0,0.0
31.0,38.0,1.0
31.0,39.0,1.0
31.0,40.0,1.0
31.0,41.0,0.0
31.0,42.0,0.0
31.0,43.0,0.0
31.0,44.0,1.0
31.0,45.0,1.0
31.0,46.0,1.0
31.0,47.0,0.0
31.0,48.0,0.0
31.0,49.0,1.0
31.0,50.0,0.0
31.0,51.0,0.0
31.0,52.0,0.0
31.0,53.0,1.0
31.0,54.0,0.0
31.0,55.0,0.0
31.0,56.0,1.0
31.0,57.0,0.0
31.0,58.0,0.0
31.0,59.0,0.0
31.0,60.0,1.0
31.0,61.0,0.0
31.0,62.0,0.0
31.0,63.0,1.0
31.0,64.0,0.0
31.0,65.0,0.0
31.0,66.0,1.0
31.0,67.0,1.0
31.0,68.0,0.0
31.0,69.0,0.0
31.0,70.0,1.0
31.0,71.0,0.0
31.0,72.0,0.0
31.0,73.0,0.0
31.0,74.0,1.0
31.0,75.0,1.0
31.0,76.0,1.0
31.0,77.0,0.0
31.0,78.0,0.0
31.0,79.0,0.0
31.0,80.0,0.0
31.0,81.0,1.0
31.0,82.0,0.0
31.0,83.0,1.0
31.0,84.0,0.0
31.0,85.0,0.0
31.0,86.0,1.0
31.0,87.0,0.0
31.0,88.0,0.0
31.0,89.0,1.0
31.0,90.0,1.0
31.0,91.0,0.0
31.0,92.0,1.0
31.0,93.0,1.0
31.0,94.0,1.0
31.0,95.0,1.0
31.0,96.0,1.0
31.0,97.0,1.0
31.0,98.0,0.0
31.0,99.0,0.0
0.0,32.0,1.0
1.0,32.0,1.0
2.0,32.0,0.0
3.0,32.0,1.0
4.0,32.0,0.0
5.0,32.0,1.0
6.0,32.0,1.0
7.0,32.0,1.0
8.0,32.0,1.0
9.0,32.0,1.0
10.0,32.0,0.0
11.0,32.0,1.0
12.0,32.0,0.0
13.0,32.0,1.0
14.0,32.0,1.0
15.0,32.0,0.0
16.0,32.0,0.0
17.0,32.0,1.0
18.0,32.0,0.0
19.0,32.0,0.0
20.0,32.0,1.0
21.0,32.0,1.0
22.0,32.0,1.0
23.0,32.0,1.0
24.0,32.0,1.0
25.0,32.0,1.0
26.0,32.0,1.0
27.0,32.0,0.0
28.0,32.0,1.0
29.0,32.0,0.0
30.0,32.0,1.0
31.0,32.0,1.0
32.0,33.0,1.0
32.0,34.0,1.0
32.0,35.0,0.0
32.0,36.0,1.0
32.0,37.0,0.0
32.0,38.0,1.0
32.0,39.0,1.0
32.0,40.0,0.0
32.0,41.0,1.0
32.0,42.0,1.0
32.0,43.0,0.0
32.0,44.0,1.0
32.0,45.0,1.0
32.0,46.0,1.0
32.0,47.0,0.0
32.0,48.0,1.0
32.0,49.0,1.0
32.0,50.0,0.0
32.0,51.0,1.0
32.0,52.0,1.0
32.0,53.0,1.0
32.0,54.0,0.0
32.0,55.0,0.0
32.0,56.0,1.0
32.0,57.0,1.0
32.0,58.0,1.0
32.0,59.0,0.0
32.0,60.0,1.0
32.0,61.0,1.0
32.0,62.0,0.0
32.0,63.0,1.0
32.0,64.0,0.0
32.0,65.0,1.0
32.0,66.0,1.0
32.0,67.0,0.0
32.0,68.0,0.0
32.0,69.0,1.0
32.0,70.0,0.0
32.0,71.0,1.0
32.0,72.0,1.0
32.0,73.0,0.0
32.0,74.0,1.0
32.0,75.0,0.0
32.0,76.0,1.0
32.0,77.0,1.0
32.0,78.0,1.0
32.0,79.0,0.0
32.0,80.0,1.0
32.0,81.0,1.0
32.0,82.0,0.0
32.0,83.0,1.0
32.0,84.0,0.0
32.0,85.0,1.0
32.0,86.0,0.0
32.0,87.0,1.0
32.0,88.0,1.0
32.0,89.0,1.0
32.0,90.0,1.0
32.0,91.0,1.0
32.0,92.0,1.0
32.0,93.0,1.0
32.0,94.0,1.0
32.0,95.0,0.0
32.0,96.0,1.0
32.0,97.0,0.0
32.0,98.0,0.0
32.0,99.0,1.0
0.0,33.0,1.0
1.0,33.0,0.0
2.0,33.0,1.0
3.0,33.0,1.0
4.0,33.0,1.0
5.0,33.0,0.0
6.0,33.0,1.0
7.0,33.0,1.0
8.0,33.0,1.0
9.0,33.0,0.0
10.0,33.0,1.0
11.0,33.0,0.0
12.0,33.0,0.0
13.0,33.0,1.0
14.0,33.0,1.0
15.0,33.0,1.0
16.0,33.0,0.0
17.0,33.0,1.0
18.0,33.0,0.0
19.0,33.0,1.0
20.0,33.0,1.0
21.0,33.0,1.0
22.0,33.0,1.0
23.0,33.0,0.0
24.0,33.0,1.0
25.0,33.0,1.0
26.0,33.0,1.0
27.0,33.0,0.0
28.0,33.0,0.0
29.0,33.0,1.0
30.0,33.0,1.0
31.0,33.0,1.0
32.0,33.0,1.0
33.0,34.0,0.0
33.0,35.0,1.0
33.0,36.0,1.0
33.0,37.0,0.0
33.0,38.0,0.0
33.0,39.0,0.0
33.0,40.0,1.0
33.0,41.0,0.0
33.0,42.0,0.0
33.0,43.0,1.0
33.0,44.0,0.0
33.0,45.0,1.0
33.0,46.0,0.0
33.0,47.0,1.0
33.0,48.0,1.0
33.0,49.0,0.0
33.0,50.0,1.0
33.0,51.0,0.0
33.0,52.0,0.0
33.0,53.0,0.0
33.0,54.0,1.0
33.0,55.0,1.0
33.0,56.0,1.0
33.0,57.0,0.0
33.0,58.0,1.0
33.0,59.0,1.0
33.0,60.0,1.0
33.0,61.0,0.0
33.0,62.0,1.0
33.0,63.0,0.0
33.0,64.0,0.0
33.0,65.0,1.0
33.0,66.0,1.0
33.0,67.0,1.0
33.0,68.0,0.0
33.0,69.0,1.0
33.0,70.0,0.0
33.0,71.0,0.0
33.0,72.0,1.0
33.0,73.0,1.0
33.0,74.0,0.0
33.0,75.0,1.0
33.0,76.0,0.0
33.0,77.0,1.0
33.0,78.0,1.0
33.0,79.0,1.0
33.0,80.0,0.0
33.0,81.0,1.0
33.0,82.0,1.0
33.0,83.0,0.0
33.0,84.0,1.0
33.0,85.0,1.0
33.0,86.0,1.0
33.0,87.0,0.0
33.0,88.0,1.0
33.0,89.0,1.0
33.0,90.0,0.0
33.0,91.0,1.0
33.0,92.0,1.0
33.0,93.0,1.0
33.0,94.0,1.0
33.0,95.0,1.0
33.0,96.0,0.0
33.0,97.0,0.0
33.0,98.0,0.0
33.0,99.0,0.0
0.0,34.0,0.0
1.0,34.0,1.0
2.0,34.0,0.0
3.0,34.0,1.0
4.0,34.0,0.0
5.0,34.0,0.0
6.0,34.0,1.0
7.0,34.0,1.0
8.0,34.0,1.0
9.0,34.0,0.0
10.0,34.0,0.0
11.0,34.0,0.0
12.0,34.0,1.0
13.0,34.0,0.0
14.0,34.0,0.0
15.0,34.0,1.0
16.0,34.0,0.0
17.0,34.0,1.0
18.0,34.0,0.0
19.0,34.0,0.0
20.0,34.0,1.0
21.0,34.0,1.0
22.0,34.0,0.0
23.0,34.0,1.0
24.0,34.0,1.0
25.0,34.0,0.0
26.0,34.0,0.0
27.0,34.0,0.0
28.0,34.0,1.0
29.0,34.0,0.0
30.0,34.0,0.0
31.0,34.0,1.0
32.0,34.0,1.0
33.0,34.0,1.0
34.0,35.0,1.0
34.0,36.0,0.0
34.0,37.0,1.0
34.0,38.0,1.0
34.0,39.0,1.0
34.0,40.0,1.0
34.0,41.0,1.0
34.0,42.0,1.0
34.0,43.0,1.0
34.0,44.0,1.0
34.0,45.0,0.0
34.0,46.0,1.0
34.0,47.0,1.0
34.0,48.0,0.0
34.0,49.0,0.0
34.0,50.0,1.0
34.0,51.0,0.0
34.0,52.0,1.0
34.0,53.0,1.0
34.0,54.0,0.0
34.0,55.0,0.0
34.0,56.0,0.0
34.0,57.0,1.0
34.0,58.0,1.0
34.0,59.0,1.0
34.0,60.0,1.0
34.0,61.0,0.0
34.0,62.0,0.0
34.0,63.0,1.0
34.0,64.0,0.0
34.0,65.0,0.0
34.0,66.0,0.0
34.0,67.0,1.0
34.0,68.0,0.0
34.0,69.0,0.0
34.0,70.0,1.0
34.0,71.0,0.0
34.0,72.0,1.0
34.0,73.0,0.0
34.0,74.0,1.0
34.0,75.0,0.0
34.0,76.0,0.0
34.0,77.0,1.0
34.0,78.0,1.0
34.0,79.0,1.0
34.0,80.0,1.0
34.0,81.0,1.0
34.0,82.0,1.0
34.0,83.0,0.0
34.0,84.0,0.0
34.0,85.0,1.0
34.0,86.0,1.0
34.0,87.0,1.0
34.0,88.0,1.0
34.0,89.0,1.0
34.0,90.0,0.0
34.0,91.0,0.0
34.0,92.0,0.0
34.0,93.0,0.0
34.0,94.0,0.0
34.0,95.0,0.0
34.0,96.0,1.0
34.0,97.0,0.0
34.0,98.0,1.0
34.0,99.0,1.0
0.0,35.0,1.0
1.0,35.0,0.0
2.0,35.0,1.0
3.0,35.0,1.0
4.0,35.0,0.0
5.0,35.0,1.0
6.0,35.0,0.0
7.0,35.0,1.0
8.0,35.0,1.0
9.0,35.0,1.0
10.0,35.0,1.0
11.0,35.0,1.0
12.0,35.0,1.0
13.0,35.0,1.0
14.0,35.0,1.0
15.0,35.0,1.0
16.0,35.0,1.0
17.0,35.0,1.0
18.0,35.0,1.0
19.0,35.0,0.0
20.0,35.0,1.0
21.0,35.0,1.0
22.0,35.0,1.0
23.0,35.0,1.0
24.0,35.0,1.0
25.0,35.0,1.0
26.0,35.0,1.0
27.0,35.0,1.0
28.0,35.0,1.0
